Tag type: postag

		Num	Card	Ord	Percent	Range	Real	Ratio	Distrib	Time	Noun	Inf	APresPart	NInf	PastPart	APastPart	NPastPart	FutPart	NFutPart	AFutPart	Prop	Zero	Adj	PastPart	FutPart	PresPart	Pron	DemonsP	QuesP	ReflexP	PersP	QuantP	Adv	Conj	Det	Dup	Interj	Ques	Verb	Postp	Punc	
Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
APresPart	0	15	5	0	0	0	0	0	0	375	0	2	16	0	1	0	0	0	0	101	7	65	0	0	0	1	1	0	1	4	0	7	20	86	0	1	0	18	0	64	
NInf	0	0	0	0	0	0	0	0	0	267	0	45	24	0	10	48	0	9	9	5	8	76	0	0	0	1	1	3	0	8	0	55	63	12	0	0	3	383	127	158	
PastPart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
APastPart	0	7	0	0	0	0	0	0	0	239	0	2	10	0	0	0	0	0	0	4	2	30	0	0	0	2	0	0	0	2	0	7	7	39	0	0	0	6	27	19	
NPastPart	0	2	0	0	0	0	0	0	0	50	0	35	14	0	5	8	0	1	0	2	4	13	0	0	0	0	2	0	1	6	0	35	33	12	0	0	0	167	71	71	
FutPart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NFutPart	0	1	0	0	0	0	0	0	0	7	0	8	5	0	0	4	0	0	1	1	1	4	0	0	0	0	0	2	0	1	0	8	6	4	0	0	0	77	6	18	
AFutPart	0	2	0	0	0	0	0	0	0	58	0	6	7	0	0	0	0	0	0	1	2	11	0	0	0	0	0	2	0	0	0	5	1	14	0	0	0	5	10	6	
Prop	0	16	4	0	0	0	0	0	0	445	0	36	26	0	29	10	0	7	6	56	17	80	0	0	0	2	4	4	2	10	0	71	97	28	0	0	1	119	25	376	
Zero	0	18	0	0	0	2	0	0	0	117	0	14	31	0	6	12	0	6	2	9	29	30	0	0	0	3	2	4	0	9	0	37	47	8	0	2	0	106	30	123	
Adj	1	32	1	0	0	0	0	1	0	1693	0	45	100	0	19	31	0	9	4	32	26	220	0	0	0	5	6	3	1	7	0	58	108	342	0	0	20	211	19	248	
PastPart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FutPart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PresPart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pron	0	3	0	0	0	0	0	0	0	36	0	2	4	0	3	3	0	0	0	1	2	16	0	0	0	0	0	0	1	3	0	13	8	3	0	0	0	33	2	16	
DemonsP	0	2	1	0	0	0	0	0	0	59	0	1	9	0	3	2	0	1	0	6	6	14	0	0	0	5	1	4	1	11	0	23	23	5	0	0	0	35	28	59	
QuesP	0	0	0	0	0	0	0	0	0	38	0	0	5	0	0	10	0	11	0	0	1	5	0	0	0	0	0	0	0	5	0	5	5	5	0	0	0	88	11	17	
ReflexP	0	0	0	0	0	0	0	0	0	51	0	6	11	0	5	7	0	0	0	3	2	8	0	0	0	0	0	0	1	1	0	10	2	4	0	0	2	19	2	18	
PersP	0	11	0	0	0	0	0	0	0	182	0	7	31	0	5	12	0	3	4	14	13	54	0	0	0	0	10	12	6	31	0	90	91	40	0	0	4	172	26	149	
QuantP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Adv	0	24	1	0	0	3	0	0	0	438	0	52	84	0	33	28	0	16	10	50	55	332	0	0	0	4	14	9	11	63	0	236	121	115	1	0	11	548	24	390	
Conj	0	29	3	0	0	1	0	0	0	620	0	18	45	0	13	14	0	5	4	83	26	212	0	0	0	5	30	9	17	78	0	111	46	105	0	5	3	229	5	234	
Det	0	9	0	0	0	0	0	0	0	1455	0	4	48	0	1	7	0	0	0	9	15	119	0	0	0	1	1	0	0	5	0	12	6	3	0	0	0	71	12	5	
Dup	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	
Interj	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	4	2	0	0	0	0	9	0	36	
Ques	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	1	0	1	1	6	0	0	0	2	1	1	0	11	0	8	4	1	0	0	0	26	0	107	
Verb	0	4	0	0	0	0	0	0	0	369	0	12	13	0	7	7	0	3	3	82	15	64	0	0	0	4	38	2	17	114	0	134	263	70	0	7	101	164	57	4600	
Postp	0	19	0	0	0	0	0	0	0	213	0	28	26	0	6	13	0	3	5	37	8	98	0	0	0	8	2	5	7	19	0	59	32	45	0	1	3	251	5	127	
Punc	0	71	3	0	1	0	0	2	0	1391	0	21	70	0	28	25	0	5	3	239	79	455	0	0	0	34	61	23	22	147	0	296	132	220	3	20	0	504	103	183	
<st>	0	85	9	0	0	3	0	1	0	1635	0	17	67	0	26	12	0	4	5	473	99	456	0	0	0	31	90	82	23	304	0	516	215	323	3	34	0	371	9	104	
